DATE,ALGERIA,ANGOLA,BENIN,BOTSWANA,BURKINAFASO,BURUNDI,CABOVERDE,CAMEROON,CAR,CHAD,COMOROS,CONGODR,CONGOREPUB,DJIBOUTI,EGYPT,EQGUINEA,ERITREA,ETHIOPIA,GABON,GAMBIA,GHANA,GUINEA,GUINEABISSAU,IVORYCOAST,KENYA,LESOTHO,LIBERIA,LIBYA,MADAGASCAR,MALAWI,MALI,MAURITANIA,MAURITIUS,MOROCCO,MOZAMBIQUE,NAMIBIA,NIGER,NIGERIA,RWANDA,SAOTOME,SENEGAL,SEYCHELLES,SIERRALEONE,SOMALIA,SOUTHAFRICA,SUDAN,TANZANIA,TOGO,TUNISIA,UGANDA,ZAMBIA,ZIMBABWE
2003,469.3299345,222.3545683,428.6530316,4633.264007,524.4331683,258.0911938,1261.224345,408.6409765,174.9446742,256.5877365,405.9332748,91.72241044,562.8200574,191.2350773,873.5442831,12217.15181,642.1251721,160.4513599,595.217003,531.5218714,299.9586477,391.7939677,169.9801179,502.5658288,645.9634543,820.3069068,59.21786564,96.12454871,188.8181631,512.0426765,422.0672947,433.7606219,1184.310739,926.0292226,750.04387,474.5367663,204.5747958,321.006482,339.6136727,593.6592499,281.1424932,627.994265,205.9695039,333.8520467,370.0805585,445.2340556,503.2365203,475.2173301,800.8843054,783.4589501,252.998263,351.4172791
2004,489.5111216,246.5912162,447.513765,4758.362135,548.0326609,270.4795711,1389.869229,436.4285629,185.4413546,342.8012159,413.646007,97.86781194,582.5187594,198.5020103,909.3595987,16859.6695,651.7570497,182.2727448,599.383522,569.2599243,316.756332,400.805229,174.7395612,508.5966187,678.9075905,834.2521242,60.75753014,100.4501534,198.8255258,539.6929811,428.8203714,458.4849774,1251.816451,970.4786252,808.5472918,532.9047886,204.7793706,429.1856664,364.7450845,616.2183014,297.7299003,609.7824313,219.1515521,319.8302607,387.1042642,462.5981838,542.4889689,485.1968941,850.5391324,836.7341587,270.7081415,331.0350769
2005,518.3922778,291.7174088,455.121499,4977.246793,595.7115024,272.9138872,1485.770205,445.1571341,187.1103268,402.1058263,425.2280952,103.8377485,627.9552227,204.8540746,950.2807807,19675.2343,668.702733,203.7809287,615.5668771,564.1365849,335.4449556,412.8293859,182.2533623,517.2427613,718.9631384,863.4509485,63.97767924,112.4037217,207.9714999,557.5028495,456.6936955,499.7486253,1266.838248,1002.50442,878.8909062,546.2274083,213.9944423,443.777979,399.0311225,659.9698008,314.4027747,664.6628502,228.5750689,309.5956924,407.6207902,497.2930476,586.9730644,491.0192568,880.308002,889.4484107,290.1991276,312.1660775
2006,527.2049465,352.1029124,472.8712374,5395.335524,633.241327,287.6512372,1604.631822,460.7376338,196.0916225,404.5184613,436.2840257,109.3411491,666.8884465,214.6870702,1015.850155,21190.22734,662.0157057,225.789269,598.3310045,570.3420874,356.9134328,423.1501205,186.4451897,525.0014027,765.6957423,899.7158884,69.09589358,119.7099636,218.3700749,583.7054834,478.1582992,594.2011155,1374.519499,1078.694756,965.9011059,585.0095543,226.4061199,480.1677733,435.7419857,720.0270527,322.2628441,727.1411581,241.1466976,290.0911638,430.4475544,547.5196454,614.5607984,511.1510463,926.0840181,985.5088391,313.1248587,301.2402648
2007,545.1299147,431.6781706,501.2435117,5843.148372,669.3360827,301.4584965,1848.535859,483.3137779,205.1118371,417.8675705,439.7742979,116.2296415,656.2182313,225.6361107,1087.975516,24432.33213,671.2839256,251.7550349,634.2308648,590.8744025,372.2607104,450.6548783,192.4114357,534.4514279,818.5287486,942.902251,75.66000347,127.3714012,231.9090196,639.7412098,494.8938397,610.8387468,1452.867111,1116.449072,1037.377788,623.6201849,233.4247096,512.8191819,469.2941186,743.7879454,338.0537235,802.7638385,260.6795801,269.7847823,453.6917224,610.4844046,666.7984663,522.9075204,988.1316473,1068.291582,339.4273469,290.094375
2008,558.2130327,491.2497581,525.8044438,6205.423572,718.1976167,316.5314214,1972.387761,500.2297601,209.4191857,430.8214652,441.5333951,123.4358793,692.9664523,238.7230052,1166.309753,28781.28724,605.4981009,278.9445787,613.3012462,624.5542435,406.136435,469.1317284,198.5686017,547.8127136,820.1658061,1006.076702,81.03186372,130.8104291,248.37456,688.3615417,518.648744,617.557973,1531.321935,1182.319567,1108.956855,639.8343097,255.8334818,545.1267904,521.8550599,804.7785569,350.5617112,785.9057979,274.7562775,276.7991867,468.2098575,658.1021882,704.1391804,534.4114858,1029.633177,1161.232949,365.9026799,238.7476706
2009,567.1444412,503.0397523,537.897946,5727.605957,739.7435452,327.6100211,1946.74672,511.2348149,212.9793119,448.9159667,449.9225296,127.0155198,744.9389362,250.6591554,1221.126311,29155.44398,629.1125268,303.4917016,613.9145475,664.5257151,425.6309839,462.0947524,205.1213655,565.8905332,847.2312777,1028.210389,85.32655249,129.7639456,238.4395776,745.4955497,543.025235,611.3823933,1581.855559,1231.976989,1179.930094,641.7538126,254.0426474,582.7405389,554.7319287,824.0932423,358.9751923,777.2608341,287.3950662,283.9959655,461.1867096,679.1614582,742.1626961,553.1158878,1060.522172,1240.19679,399.5657265,267.3973911
2010,587.5616411,520.1431039,549.1938028,6220.180069,779.6896966,340.0592019,1975.947921,528.6167986,219.3686912,509.9685382,459.8208253,136.0336217,810.4935626,259.4322259,1283.403753,26560.60946,642.9530024,341.731656,657.5024804,707.7198865,459.2558316,481.9648268,214.7620697,577.2083438,918.398705,1090.931223,90.5314722,136.2521429,239.1548963,796.9347426,572.3485977,640.7287481,1651.457203,1278.792115,1258.98541,680.2590414,275.3822298,628.1943009,595.2273595,879.3074895,374.0521504,823.8964842,302.9143998,291.3798606,475.0223109,702.9321092,789.6611087,575.2405233,1097.640448,1309.64781,440.7209963,301.0894624
2011,604.6009287,540.428685,565.6696169,6593.390873,831.1492166,354.3416884,2054.985838,550.2900873,226.607858,510.4785067,471.7761667,145.4199416,838.0503437,271.106676,1306.50502,28287.04908,698.8899136,380.0056015,704.1851565,677.2879314,523.5516481,508.4728923,232.1577974,551.8111767,974.421026,1166.205477,97.95505292,51.63956217,242.7422198,835.984545,590.6637528,670.8429993,1719.166949,1345.289305,1348.373374,714.9522525,281.7160211,658.9758217,641.6550935,917.997019,380.7850891,888.9843064,317.454291,260.2022155,490.6980472,688.873467,852.0443363,603.427309,1076.785279,1432.754704,465.4013721,347.4572396
2012,625.1573603,568.5309766,592.8217585,6890.093462,885.1739157,368.5153559,2077.590682,575.0531412,235.8987802,555.9110938,485.9294517,155.8901774,869.8962568,284.1197965,1335.248131,30634.87415,747.8122075,412.6860832,741.5069698,715.2160556,572.2419513,538.4727929,228.2111148,610.8549726,1019.244393,1236.177806,105.7914571,105.6029046,250.0244864,851.8682514,585.9384428,709.7518933,1779.337792,1385.647984,1445.456257,751.4148174,314.9585115,687.311782,698.1207418,946.4549266,397.539633,947.6572707,365.7073432,263.3246421,501.4934042,692.3178344,895.4985974,632.3918198,1119.85669,1487.199383,500.7718764,398.8809111
2013,642.6617663,607.191083,635.5049251,7668.674023,936.5140028,385.4670623,2094.211408,606.1060109,149.3239279,587.5980262,502.9369825,169.1408425,899.4727295,298.3257863,1364.62359,29378.84431,770.994386,456.4308081,783.0313601,749.5464262,614.0156138,559.4732318,235.7420816,665.2210652,1079.379812,1258.429007,114.9953139,91.2409096,255.7750495,896.1654004,599.4150269,753.0467587,1839.835277,1448.002143,1548.083651,793.4940471,331.6513127,724.4266182,730.9324166,991.8847631,411.4535202,1004.516707,441.4087633,270.6977321,514.0307393,722.7798191,960.869995,657.6874926,1152.332535,1540.738561,526.3112421,420.8193612
2014,667.0829135,636.336255,676.1772403,7983.089658,976.7841049,403.5840142,2106.776676,641.8662655,150.8171671,628.14229,513.4986592,185.2092225,960.6368751,316.2253335,1404.197674,29496.35969,809.5441053,503.4431813,816.7017085,756.2923441,638.5762383,580.1737414,238.0995024,723.7605189,1137.666322,1297.440306,115.8002811,69.3430913,264.2156262,947.2468283,641.3740788,795.2173772,1907.909182,1487.098201,1662.641842,844.2776661,356.5251611,770.0654952,786.4832803,1056.357273,428.3231145,1037.665758,461.7135664,280.4428504,522.7692619,742.2948742,1028.130895,696.4910547,1184.597845,1619.316227,551.0478704,429.6565678
2015,692.4320642,655.4263426,690.3769624,7847.377134,1014.878685,387.8442377,2129.951219,678.4526426,158.0563912,639.4488512,518.6336458,197.9886589,985.6134339,336.7799802,1465.982372,26841.68732,848.4022223,555.8012722,848.5530752,788.8129149,663.4807116,600.4798224,252.6235721,787.4514446,1202.513303,1329.876313,115.8002811,62.27009599,272.4063106,973.7697395,679.8565236,806.3504205,1974.686003,1554.01762,1772.376203,894.9343261,370.7861675,790.8572636,856.4802922,1096.498849,456.1641169,1073.98406,367.0622853,290.5387931,529.5652623,778.667323,1100.100057,733.4050806,1197.628422,1703.520671,567.0282587,436.9607294
2016,715.2823223,650.8383582,717.9920409,8184.814351,1074.756527,385.5171723,2213.019317,708.9830115,165.1689288,594.6874316,530.043586,202.7403867,966.8867786,357.9971189,1529.019613,24452.77715,880.6415068,598.0421688,868.0697959,806.166799,687.3660172,640.1114906,267.2757392,852.8099145,1272.259074,1361.793345,113.9474766,60.40199311,283.8473756,998.1139829,719.2882019,822.4774289,2049.724072,1572.665832,1839.726499,904.7786037,389.3254759,778.2035473,907.0126295,1141.455302,486.7271128,1122.313342,390.1872093,299.8360344,531.1539581,815.2646872,1177.107061,770.0753346,1211.999963,1783.586143,587.441276,439.5824938
2017,715.2823223,650.8383582,717.9920409,8184.814351,1074.756527,385.5171723,2213.019317,708.9830115,165.1689288,594.6874316,530.043586,202.7403867,966.8867786,357.9971189,1529.019613,24452.77715,880.6415068,598.0421688,868.0697959,806.166799,687.3660172,640.1114906,267.2757392,852.8099145,1272.259074,1361.793345,113.9474766,60.40199311,283.8473756,998.1139829,719.2882019,822.4774289,2049.724072,1572.665832,1839.726499,904.7786037,389.3254759,778.2035473,907.0126295,1141.455302,486.7271128,1122.313342,390.1872093,299.8360344,531.1539581,815.2646872,1177.107061,770.0753346,1211.999963,1783.586143,587.441276,439.5824938
2018,715.2823223,650.8383582,717.9920409,8184.814351,1074.756527,385.5171723,2213.019317,708.9830115,165.1689288,594.6874316,530.043586,202.7403867,966.8867786,357.9971189,1529.019613,24452.77715,880.6415068,598.0421688,868.0697959,806.166799,687.3660172,640.1114906,267.2757392,852.8099145,1272.259074,1361.793345,113.9474766,60.40199311,283.8473756,998.1139829,719.2882019,822.4774289,2049.724072,1572.665832,1839.726499,904.7786037,389.3254759,778.2035473,907.0126295,1141.455302,486.7271128,1122.313342,390.1872093,299.8360344,531.1539581,815.2646872,1177.107061,770.0753346,1211.999963,1783.586143,587.441276,439.5824938
2019,715.2823223,650.8383582,717.9920409,8184.814351,1074.756527,385.5171723,2213.019317,708.9830115,165.1689288,594.6874316,530.043586,202.7403867,966.8867786,357.9971189,1529.019613,24452.77715,880.6415068,598.0421688,868.0697959,806.166799,687.3660172,640.1114906,267.2757392,852.8099145,1272.259074,1361.793345,113.9474766,60.40199311,283.8473756,998.1139829,719.2882019,822.4774289,2049.724072,1572.665832,1839.726499,904.7786037,389.3254759,778.2035473,907.0126295,1141.455302,486.7271128,1122.313342,390.1872093,299.8360344,531.1539581,815.2646872,1177.107061,770.0753346,1211.999963,1783.586143,587.441276,439.5824938
2020,715.2823223,650.8383582,717.9920409,8184.814351,1074.756527,385.5171723,2213.019317,708.9830115,165.1689288,594.6874316,530.043586,202.7403867,966.8867786,357.9971189,1529.019613,24452.77715,880.6415068,598.0421688,868.0697959,806.166799,687.3660172,640.1114906,267.2757392,852.8099145,1272.259074,1361.793345,113.9474766,60.40199311,283.8473756,998.1139829,719.2882019,822.4774289,2049.724072,1572.665832,1839.726499,904.7786037,389.3254759,778.2035473,907.0126295,1141.455302,486.7271128,1122.313342,390.1872093,299.8360344,531.1539581,815.2646872,1177.107061,770.0753346,1211.999963,1783.586143,587.441276,439.5824938
